shift_start,date,weekday,shift,name,idle_time,active_time,num_orders_shipped,stationed_at,overtime
0,10/22/2020,Thursday,morning,0morning5,27420,1380,25,5,0
0,10/22/2020,Thursday,morning,0morning4,27700,1100,21,4,0
0,10/22/2020,Thursday,morning,0morning1,27170,1630,27,1,0
0,10/22/2020,Thursday,morning,0morning6,27210,1590,30,6,0
0,10/22/2020,Thursday,morning,0morning2,27350,1450,28,2,0
0,10/22/2020,Thursday,morning,0morning3,27454,1390,26,3,44
