shift_start,date,weekday,shift,name,idle_time,active_time,num_trips,total_weight_stowed,overtime
0,10/22/2020,Thursday,morning,0morning1,28800,0,0,0,0
0,10/22/2020,Thursday,morning,0morning2,28800,0,0,0,0
0,10/22/2020,Thursday,morning,0morning3,28800,0,0,0,0
0,10/22/2020,Thursday,morning,0morning4,28800,0,0,0,0
0,10/22/2020,Thursday,morning,0morning5,28800,0,0,0,0
0,10/22/2020,Thursday,morning,0morning6,28800,0,0,0,0
