shift_start,date,weekday,shift,name,idle_time,active_time,discarded_time,num_orders_fulfilled,num_orders_discarded,overtime
979200,11/02/2020,Monday,afternoon,979200afternoon6,5071,23930,0,65,9,201
979200,11/02/2020,Monday,afternoon,979200afternoon3,4258,24870,0,69,8,328
979200,11/02/2020,Monday,afternoon,979200afternoon1,5105,24040,0,68,9,345
979200,11/02/2020,Monday,afternoon,979200afternoon7,5448,23800,0,67,9,448
1008000,11/02/2020,Monday,evening,1008000evening1,0,28820,0,77,0,20
1008000,11/02/2020,Monday,evening,1008000evening5,0,28830,0,78,0,30
1008000,11/02/2020,Monday,evening,1008000evening4,0,28970,0,80,0,170
1008000,11/02/2020,Monday,evening,1008000evening3,0,28980,0,79,0,180
1008000,11/02/2020,Monday,evening,1008000evening6,0,28990,0,77,0,190
1008000,11/02/2020,Monday,evening,1008000evening2,0,29000,0,81,0,200
1008000,11/02/2020,Monday,evening,1008000evening7,0,29250,0,79,0,450
1036800,11/03/2020,Tuesday,morning,1036800morning4,0,28840,0,81,0,40
1036800,11/03/2020,Tuesday,morning,1036800morning3,0,28880,0,80,0,80
1036800,11/03/2020,Tuesday,morning,1036800morning5,0,28900,0,78,0,100
1036800,11/03/2020,Tuesday,morning,1036800morning2,0,28980,0,77,0,180
1036800,11/03/2020,Tuesday,morning,1036800morning1,0,28990,0,83,0,190
1065600,11/03/2020,Tuesday,afternoon,1065600afternoon1,0,28830,0,79,0,30
1065600,11/03/2020,Tuesday,afternoon,1065600afternoon2,0,28920,0,80,0,120
1065600,11/03/2020,Tuesday,afternoon,1065600afternoon5,0,29070,0,82,0,270
1065600,11/03/2020,Tuesday,afternoon,1065600afternoon3,0,29130,0,78,0,330
1065600,11/03/2020,Tuesday,afternoon,1065600afternoon4,0,29160,0,80,0,360
1094400,11/03/2020,Tuesday,evening,1094400evening1,0,28910,0,81,0,110
1094400,11/03/2020,Tuesday,evening,1094400evening2,0,28980,0,78,0,180
1094400,11/03/2020,Tuesday,evening,1094400evening3,0,29000,0,78,0,200
1094400,11/03/2020,Tuesday,evening,1094400evening4,0,29030,0,80,0,230
1094400,11/03/2020,Tuesday,evening,1094400evening5,0,29060,0,81,0,260
1123200,11/04/2020,Wednesday,morning,1123200morning9,11360,17440,0,47,6,0
1123200,11/04/2020,Wednesday,morning,1123200morning1,11030,17770,0,47,55,0
1123200,11/04/2020,Wednesday,morning,1123200morning4,10710,18090,0,49,9,0
1123200,11/04/2020,Wednesday,morning,1123200morning12,10680,18120,0,51,11,0
1123200,11/04/2020,Wednesday,morning,1123200morning6,11450,17350,0,45,5,0
1123200,11/04/2020,Wednesday,morning,1123200morning11,11100,17700,0,45,8,0
1123200,11/04/2020,Wednesday,morning,1123200morning5,11460,17340,0,47,6,0
1123200,11/04/2020,Wednesday,morning,1123200morning8,11510,17290,0,46,5,0
1123200,11/04/2020,Wednesday,morning,1123200morning7,11250,17550,0,47,9,0
1123200,11/04/2020,Wednesday,morning,1123200morning3,10980,17820,0,49,6,0
1123200,11/04/2020,Wednesday,morning,1123200morning10,11360,17440,0,45,7,0
1123200,11/04/2020,Wednesday,morning,1123200morning2,10880,17920,0,50,5,0
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon3,1562,27260,0,75,1,22
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon6,640,28200,0,76,0,40
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon9,1084,27760,0,76,0,44
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon2,991,27870,0,77,1,61
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon11,830,28040,0,74,0,70
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon1,1305,27610,0,77,1,115
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon4,747,28190,0,77,1,137
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon5,1561,27420,0,73,0,181
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon8,735,28260,0,77,0,195
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon12,1861,27140,0,76,0,201
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon7,1259,27800,0,75,0,259
1152000,11/04/2020,Wednesday,afternoon,1152000afternoon10,1209,27900,0,76,0,309
