shift_start,date,weekday,shift,name,idle_time,active_time,discarded_time,num_orders_fulfilled,num_orders_discarded,overtime,utilization
316800,10/25/2020,Sunday,evening,316800evening14,0,28990,0,98,0,190,1.0
316800,10/25/2020,Sunday,evening,316800evening7,0,29000,0,98,0,200,1.0
316800,10/25/2020,Sunday,evening,316800evening9,0,29000,0,99,0,200,1.0
316800,10/25/2020,Sunday,evening,316800evening8,0,29030,0,98,0,230,1.0
316800,10/25/2020,Sunday,evening,316800evening10,0,29050,0,98,0,250,1.0
316800,10/25/2020,Sunday,evening,316800evening1,0,29070,0,99,0,270,1.0
345600,10/26/2020,Monday,morning,345600morning3,0,28870,0,98,0,70,1.0
345600,10/26/2020,Monday,morning,345600morning5,0,28930,0,98,0,130,1.0
345600,10/26/2020,Monday,morning,345600morning1,0,28960,0,98,0,160,1.0
345600,10/26/2020,Monday,morning,345600morning2,0,29010,0,98,0,210,1.0
345600,10/26/2020,Monday,morning,345600morning4,0,29060,0,99,0,260,1.0
374400,10/26/2020,Monday,afternoon,374400afternoon2,0,28800,0,97,0,0,1.0
374400,10/26/2020,Monday,afternoon,374400afternoon4,0,28840,0,97,0,40,1.0
374400,10/26/2020,Monday,afternoon,374400afternoon3,0,28850,0,98,0,50,1.0
374400,10/26/2020,Monday,afternoon,374400afternoon7,0,28920,0,98,0,120,1.0
374400,10/26/2020,Monday,afternoon,374400afternoon6,0,28990,0,98,0,190,1.0
374400,10/26/2020,Monday,afternoon,374400afternoon1,0,29000,0,98,0,200,1.0
374400,10/26/2020,Monday,afternoon,374400afternoon5,0,29080,0,98,0,280,1.0
403200,10/26/2020,Monday,evening,403200evening6,0,28920,0,97,0,120,1.0
403200,10/26/2020,Monday,evening,403200evening2,0,28920,0,97,0,120,1.0
403200,10/26/2020,Monday,evening,403200evening4,0,28970,0,98,0,170,1.0
403200,10/26/2020,Monday,evening,403200evening7,0,28990,0,98,0,190,1.0
403200,10/26/2020,Monday,evening,403200evening3,0,29030,0,98,0,230,1.0
403200,10/26/2020,Monday,evening,403200evening1,0,29050,0,98,0,250,1.0
403200,10/26/2020,Monday,evening,403200evening5,0,29080,0,98,0,280,1.0
432000,10/27/2020,Tuesday,morning,432000morning3,0,28910,0,98,0,110,1.0
432000,10/27/2020,Tuesday,morning,432000morning1,0,28930,0,98,0,130,1.0
432000,10/27/2020,Tuesday,morning,432000morning2,0,28930,0,98,0,130,1.0
460800,10/27/2020,Tuesday,afternoon,460800afternoon5,0,28890,0,97,0,90,1.0
460800,10/27/2020,Tuesday,afternoon,460800afternoon1,0,28920,0,98,0,120,1.0
460800,10/27/2020,Tuesday,afternoon,460800afternoon4,0,28940,0,98,0,140,1.0
460800,10/27/2020,Tuesday,afternoon,460800afternoon2,0,29020,0,98,0,220,1.0
460800,10/27/2020,Tuesday,afternoon,460800afternoon3,0,29070,0,99,0,270,1.0
489600,10/27/2020,Tuesday,evening,489600evening3,0,28830,0,97,0,30,1.0
489600,10/27/2020,Tuesday,evening,489600evening1,0,28850,0,98,0,50,1.0
489600,10/27/2020,Tuesday,evening,489600evening2,0,28950,0,98,0,150,1.0
489600,10/27/2020,Tuesday,evening,489600evening5,0,28980,0,99,0,180,1.0
489600,10/27/2020,Tuesday,evening,489600evening4,0,29080,0,99,0,280,1.0
518400,10/28/2020,Wednesday,morning,518400morning3,0,28860,0,98,0,60,1.0
518400,10/28/2020,Wednesday,morning,518400morning2,0,28880,0,98,0,80,1.0
518400,10/28/2020,Wednesday,morning,518400morning4,0,28950,0,98,0,150,1.0
518400,10/28/2020,Wednesday,morning,518400morning1,0,28960,0,98,0,160,1.0
518400,10/28/2020,Wednesday,morning,518400morning5,0,28970,0,98,0,170,1.0
547200,10/28/2020,Wednesday,afternoon,547200afternoon2,424,28380,0,96,0,4,0.9852818661482922
547200,10/28/2020,Wednesday,afternoon,547200afternoon8,2182,26670,0,90,0,52,0.9245087185164683
547200,10/28/2020,Wednesday,afternoon,547200afternoon7,1102,27750,0,94,0,52,0.9618737890949349
547200,10/28/2020,Wednesday,afternoon,547200afternoon9,529,28360,0,97,0,89,0.981744771895921
547200,10/28/2020,Wednesday,afternoon,547200afternoon11,2020,26900,0,92,0,120,0.9304407713498623
547200,10/28/2020,Wednesday,afternoon,547200afternoon10,1342,27600,0,93,0,142,0.953857791225416
547200,10/28/2020,Wednesday,afternoon,547200afternoon5,1760,27270,0,93,0,230,0.9398496240601504
547200,10/28/2020,Wednesday,afternoon,547200afternoon3,890,28150,0,95,0,240,0.969603825136612
547200,10/28/2020,Wednesday,afternoon,547200afternoon4,361,28680,0,97,0,241,0.9876716071306605
547200,10/28/2020,Wednesday,afternoon,547200afternoon1,874,28170,0,95,0,244,0.9701584266593827
547200,10/28/2020,Wednesday,afternoon,547200afternoon6,373,28710,0,97,0,283,0.9872982360553021
576000,10/28/2020,Wednesday,evening,576000evening3,0,28810,0,98,0,10,1.0
576000,10/28/2020,Wednesday,evening,576000evening11,0,28820,0,97,0,20,1.0
576000,10/28/2020,Wednesday,evening,576000evening9,0,28820,0,98,0,20,1.0
576000,10/28/2020,Wednesday,evening,576000evening5,0,28840,0,98,0,40,1.0
576000,10/28/2020,Wednesday,evening,576000evening10,0,28870,0,98,0,70,1.0
576000,10/28/2020,Wednesday,evening,576000evening4,0,28890,0,98,0,90,1.0
576000,10/28/2020,Wednesday,evening,576000evening2,0,28920,0,98,0,120,1.0
576000,10/28/2020,Wednesday,evening,576000evening1,0,28920,0,98,0,120,1.0
576000,10/28/2020,Wednesday,evening,576000evening7,0,28940,0,98,0,140,1.0
576000,10/28/2020,Wednesday,evening,576000evening12,0,28970,0,98,0,170,1.0
576000,10/28/2020,Wednesday,evening,576000evening6,0,29010,0,98,0,210,1.0
576000,10/28/2020,Wednesday,evening,576000evening8,0,29040,0,98,0,240,1.0
604800,10/29/2020,Thursday,morning,604800morning5,0,28810,0,97,0,10,1.0
604800,10/29/2020,Thursday,morning,604800morning3,0,28830,0,98,0,30,1.0
604800,10/29/2020,Thursday,morning,604800morning4,0,28980,0,98,0,180,1.0
604800,10/29/2020,Thursday,morning,604800morning1,0,29040,0,99,0,240,1.0
604800,10/29/2020,Thursday,morning,604800morning2,0,29080,0,98,0,280,1.0
633600,10/29/2020,Thursday,afternoon,633600afternoon2,0,28910,0,99,0,110,1.0
633600,10/29/2020,Thursday,afternoon,633600afternoon4,0,28980,0,98,0,180,1.0
633600,10/29/2020,Thursday,afternoon,633600afternoon1,0,29000,0,98,0,200,1.0
633600,10/29/2020,Thursday,afternoon,633600afternoon6,0,29010,0,98,0,210,1.0
633600,10/29/2020,Thursday,afternoon,633600afternoon3,0,29020,0,98,0,220,1.0
633600,10/29/2020,Thursday,afternoon,633600afternoon5,0,29080,0,98,0,280,1.0
662400,10/29/2020,Thursday,evening,662400evening2,0,28850,0,98,0,50,1.0
662400,10/29/2020,Thursday,evening,662400evening7,0,28860,0,98,0,60,1.0
662400,10/29/2020,Thursday,evening,662400evening1,0,28890,0,98,0,90,1.0
662400,10/29/2020,Thursday,evening,662400evening3,0,28970,0,98,0,170,1.0
662400,10/29/2020,Thursday,evening,662400evening4,0,29010,0,98,0,210,1.0
662400,10/29/2020,Thursday,evening,662400evening6,0,29030,0,98,0,230,1.0
662400,10/29/2020,Thursday,evening,662400evening5,0,29060,0,98,0,260,1.0
691200,10/30/2020,Friday,morning,691200morning6,340,28460,0,97,0,0,0.9881944444444445
691200,10/30/2020,Friday,morning,691200morning2,861,27950,0,95,0,11,0.9701269863298869
691200,10/30/2020,Friday,morning,691200morning3,630,28240,0,96,0,70,0.9782308223911541
691200,10/30/2020,Friday,morning,691200morning5,357,28530,0,97,0,87,0.9876786084075377
691200,10/30/2020,Friday,morning,691200morning7,353,28550,0,97,0,103,0.9878301041163897
691200,10/30/2020,Friday,morning,691200morning4,72,28850,0,97,0,122,0.9975210026167195
691200,10/30/2020,Friday,morning,691200morning1,117,28880,0,97,0,197,0.9959923271905186
720000,10/30/2020,Friday,afternoon,720000afternoon7,2108,26770,0,91,0,78,0.9271998894874983
720000,10/30/2020,Friday,afternoon,720000afternoon1,1010,27870,0,95,0,80,0.9651243093922652
720000,10/30/2020,Friday,afternoon,720000afternoon9,912,27980,0,94,0,92,0.9685343637869169
720000,10/30/2020,Friday,afternoon,720000afternoon3,706,28220,0,96,0,126,0.9756987470742118
720000,10/30/2020,Friday,afternoon,720000afternoon2,957,27970,0,95,0,127,0.9670613340675983
720000,10/30/2020,Friday,afternoon,720000afternoon12,2054,26890,0,91,0,144,0.9293866886688669
720000,10/30/2020,Friday,afternoon,720000afternoon11,1360,27600,0,93,0,160,0.9532967032967034
720000,10/30/2020,Friday,afternoon,720000afternoon10,1983,26990,0,90,0,173,0.9319632196527825
720000,10/30/2020,Friday,afternoon,720000afternoon6,1528,27450,0,93,0,178,0.9475922623130745
720000,10/30/2020,Friday,afternoon,720000afternoon5,1262,27720,0,94,0,182,0.956727472226032
720000,10/30/2020,Friday,afternoon,720000afternoon4,2199,26800,0,91,0,199,0.9246866223713953
720000,10/30/2020,Friday,afternoon,720000afternoon8,793,28250,0,96,0,243,0.9729222153930206
720000,10/30/2020,Friday,afternoon,720000afternoon13,767,28280,0,96,0,247,0.9738171639243531
720000,10/30/2020,Friday,afternoon,720000afternoon14,831,28250,0,96,0,281,0.9716981132075472
748800,10/30/2020,Friday,evening,748800evening8,0,28800,0,98,0,0,1.0
748800,10/30/2020,Friday,evening,748800evening4,0,28800,0,97,0,0,1.0
748800,10/30/2020,Friday,evening,748800evening13,0,28810,0,98,0,10,1.0
748800,10/30/2020,Friday,evening,748800evening1,0,28810,0,98,0,10,1.0
748800,10/30/2020,Friday,evening,748800evening2,0,28810,0,98,0,10,1.0
748800,10/30/2020,Friday,evening,748800evening11,0,28830,0,98,0,30,1.0
748800,10/30/2020,Friday,evening,748800evening6,0,28830,0,98,0,30,1.0
748800,10/30/2020,Friday,evening,748800evening16,0,28850,0,98,0,50,1.0
748800,10/30/2020,Friday,evening,748800evening14,0,28860,0,98,0,60,1.0
748800,10/30/2020,Friday,evening,748800evening5,0,28860,0,97,0,60,1.0
748800,10/30/2020,Friday,evening,748800evening7,0,28880,0,98,0,80,1.0
748800,10/30/2020,Friday,evening,748800evening12,0,28900,0,98,0,100,1.0
748800,10/30/2020,Friday,evening,748800evening9,0,28950,0,98,0,150,1.0
748800,10/30/2020,Friday,evening,748800evening3,0,28980,0,98,0,180,1.0
748800,10/30/2020,Friday,evening,748800evening10,0,29010,0,98,0,210,1.0
748800,10/30/2020,Friday,evening,748800evening15,0,29090,0,99,0,290,1.0
777600,10/31/2020,Saturday,morning,777600morning1,0,28850,0,98,0,50,1.0
777600,10/31/2020,Saturday,morning,777600morning6,0,28870,0,97,0,70,1.0
777600,10/31/2020,Saturday,morning,777600morning4,0,28990,0,98,0,190,1.0
777600,10/31/2020,Saturday,morning,777600morning5,0,29000,0,98,0,200,1.0
777600,10/31/2020,Saturday,morning,777600morning3,0,29020,0,98,0,220,1.0
777600,10/31/2020,Saturday,morning,777600morning2,0,29030,0,99,0,230,1.0
777600,10/31/2020,Saturday,morning,777600morning7,0,29100,0,99,0,300,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon4,0,28810,0,98,0,10,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon5,0,28860,0,98,0,60,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon8,0,28880,0,98,0,80,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon2,0,28880,0,98,0,80,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon12,0,28920,0,99,0,120,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon6,0,28930,0,98,0,130,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon14,0,28930,0,98,0,130,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon9,0,28970,0,98,0,170,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon3,0,28990,0,99,0,190,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon13,0,29010,0,98,0,210,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon15,0,29030,0,98,0,230,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon1,0,29030,0,98,0,230,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon10,0,29060,0,98,0,260,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon7,0,29060,0,98,0,260,1.0
806400,10/31/2020,Saturday,afternoon,806400afternoon11,0,29080,0,98,0,280,1.0
835200,10/31/2020,Saturday,evening,835200evening1,0,28800,0,98,0,0,1.0
835200,10/31/2020,Saturday,evening,835200evening10,0,28820,0,97,0,20,1.0
835200,10/31/2020,Saturday,evening,835200evening14,0,28820,0,98,0,20,1.0
835200,10/31/2020,Saturday,evening,835200evening13,0,28830,0,97,0,30,1.0
835200,10/31/2020,Saturday,evening,835200evening11,0,28850,0,98,0,50,1.0
835200,10/31/2020,Saturday,evening,835200evening15,0,28860,0,98,0,60,1.0
835200,10/31/2020,Saturday,evening,835200evening9,0,28870,0,97,0,70,1.0
835200,10/31/2020,Saturday,evening,835200evening8,0,28870,0,98,0,70,1.0
835200,10/31/2020,Saturday,evening,835200evening7,0,28880,0,97,0,80,1.0
835200,10/31/2020,Saturday,evening,835200evening16,0,28900,0,98,0,100,1.0
835200,10/31/2020,Saturday,evening,835200evening12,0,28900,0,98,0,100,1.0
835200,10/31/2020,Saturday,evening,835200evening3,0,28930,0,97,0,130,1.0
835200,10/31/2020,Saturday,evening,835200evening2,0,28940,0,98,0,140,1.0
835200,10/31/2020,Saturday,evening,835200evening17,0,28950,0,98,0,150,1.0
835200,10/31/2020,Saturday,evening,835200evening4,0,28970,0,98,0,170,1.0
835200,10/31/2020,Saturday,evening,835200evening6,0,29040,0,99,0,240,1.0
835200,10/31/2020,Saturday,evening,835200evening5,0,29040,0,99,0,240,1.0
864000,11/01/2020,Sunday,morning,864000morning5,0,28860,0,97,0,60,1.0
864000,11/01/2020,Sunday,morning,864000morning1,0,28860,0,97,0,60,1.0
864000,11/01/2020,Sunday,morning,864000morning8,0,28930,0,97,0,130,1.0
864000,11/01/2020,Sunday,morning,864000morning2,0,28960,0,99,0,160,1.0
864000,11/01/2020,Sunday,morning,864000morning6,0,28990,0,98,0,190,1.0
864000,11/01/2020,Sunday,morning,864000morning7,0,29040,0,98,0,240,1.0
864000,11/01/2020,Sunday,morning,864000morning3,0,29040,0,98,0,240,1.0
864000,11/01/2020,Sunday,morning,864000morning4,0,29050,0,99,0,250,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon5,0,28820,0,97,0,20,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon13,0,28840,0,98,0,40,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon10,0,28910,0,98,0,110,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon6,0,28930,0,98,0,130,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon11,0,28940,0,98,0,140,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon1,0,28970,0,98,0,170,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon8,0,28990,0,97,0,190,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon2,0,29000,0,98,0,200,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon3,0,29000,0,98,0,200,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon12,0,29000,0,98,0,200,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon9,0,29010,0,98,0,210,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon4,0,29020,0,99,0,220,1.0
892800,11/01/2020,Sunday,afternoon,892800afternoon7,0,29080,0,99,0,280,1.0
921600,11/01/2020,Sunday,evening,921600evening10,0,28800,0,98,0,0,1.0
921600,11/01/2020,Sunday,evening,921600evening9,0,28800,0,98,0,0,1.0
921600,11/01/2020,Sunday,evening,921600evening3,0,28810,0,98,0,10,1.0
921600,11/01/2020,Sunday,evening,921600evening5,0,28830,0,98,0,30,1.0
921600,11/01/2020,Sunday,evening,921600evening6,0,28840,0,98,0,40,1.0
921600,11/01/2020,Sunday,evening,921600evening13,0,28880,0,98,0,80,1.0
921600,11/01/2020,Sunday,evening,921600evening2,0,28880,0,98,0,80,1.0
921600,11/01/2020,Sunday,evening,921600evening11,0,28880,0,98,0,80,1.0
921600,11/01/2020,Sunday,evening,921600evening14,0,28930,0,98,0,130,1.0
921600,11/01/2020,Sunday,evening,921600evening12,0,28930,0,98,0,130,1.0
921600,11/01/2020,Sunday,evening,921600evening8,0,28950,0,98,0,150,1.0
921600,11/01/2020,Sunday,evening,921600evening1,0,29040,0,99,0,240,1.0
921600,11/01/2020,Sunday,evening,921600evening4,0,29040,0,98,0,240,1.0
921600,11/01/2020,Sunday,evening,921600evening7,0,29050,0,98,0,250,1.0
950400,11/02/2020,Monday,morning,950400morning5,0,28850,0,98,0,50,1.0
950400,11/02/2020,Monday,morning,950400morning1,0,28900,0,98,0,100,1.0
